City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,sarh,9.1429,18.3923,27.02,18,56,2.68,TD,1707517459
359,harstad,68.799,16.5293,-2.69,93,77,5.36,NO,1707517459
360,mount pearl,47.5166,-52.7813,-1.75,95,100,7.2,CA,1707517271
361,lazaro cardenas,17.9583,-102.2,27.89,54,0,4.87,MX,1707517261
362,banda aceh,5.5577,95.3222,25.83,86,74,5.19,ID,1707517460
363,nizhniy kuranakh,58.8353,125.4869,-34.06,100,86,0.72,RU,1707517460
364,rio grande,-32.035,-52.0986,27.19,89,18,7.31,BR,1707516921
365,dazuocun,24.8862,118.9643,7.34,89,4,2.32,CN,1707517461
366,kenai,60.5544,-151.2583,2.83,74,0,10.29,US,1707517352
367,kargil,34.5667,76.1,-28.14,68,25,1.28,IN,1707517461
368,armacao de buzios,-22.7469,-41.8817,28.03,79,19,8.27,BR,1707517418
369,meadow lakes,61.6247,-149.6011,3.69,57,0,6.17,US,1707517342
370,ust'-barguzin,53.45,108.9833,-13.52,93,100,1.6,RU,1707517461
371,arkadelphia,34.1209,-93.0538,22.54,78,0,4.12,US,1707517461
372,bykovo,55.6361,38.0803,-14.15,78,40,1.0,RU,1707517462
373,hotan,37.0997,79.9269,-1.69,61,9,1.5,CN,1707517462
374,tangalle,6.024,80.7911,23.53,79,55,4.73,LK,1707517462
375,prymors'k,46.7348,36.3443,6.71,94,100,4.39,UA,1707517462
376,gabu,12.2833,-14.2167,27.86,31,0,2.67,GW,1707517462
377,skowhegan,44.7651,-69.7192,4.31,89,100,2.66,US,1707517463
378,chernyshevskiy,63.0128,112.4714,-37.95,100,97,1.16,RU,1707517463
379,selfoss,63.9331,-20.9971,-10.16,80,100,3.44,IS,1707517273
380,san fernando del valle de catamarca,-28.4696,-65.7852,29.21,91,92,1.08,AR,1707517463
381,englewood,39.6478,-104.9878,7.82,50,40,2.06,US,1707517463
382,indianola,41.3581,-93.5574,7.92,61,25,2.68,US,1707517463
383,celestun,20.8667,-90.4,27.35,58,5,3.74,MX,1707517463
384,kraslava,55.8951,27.168,-6.86,96,100,2.83,LV,1707517464
385,phek,25.6667,94.5,1.09,94,2,0.9,IN,1707517464
386,kostanay,53.1667,63.5833,-15.84,78,0,6.0,KZ,1707517464
387,nkhotakota,-12.9274,34.2961,24.28,78,100,1.98,MW,1707517292
388,flying fish cove,-10.4217,105.6791,26.82,89,75,2.57,CX,1707516960
389,gujba,11.5032,11.9367,20.18,22,20,4.18,NG,1707517464
390,dikhil,11.5,42.1667,21.53,78,15,5.44,DJ,1707517465
391,port isabel,26.0734,-97.2086,26.04,76,75,9.26,US,1707517465
392,odienne,9.51,-7.5692,27.46,14,79,1.39,CI,1707517465
393,tsetserleg,47.475,101.4542,-13.81,69,6,3.59,MN,1707517310
394,kuanda,56.3161,116.0806,-20.27,97,98,1.1,RU,1707516982
395,yeppoon,-23.1333,150.7333,26.88,65,1,4.14,AU,1707516976
396,antsiranana,-12.2787,49.2917,25.03,89,100,1.56,MG,1707516920
397,quellon,-43.1167,-73.6167,16.63,66,91,5.04,CL,1707516915
398,portland,45.5234,-122.6762,8.24,90,100,2.57,US,1707516578
399,island harbour,50.724,-1.2758,11.2,94,98,2.68,GB,1707517346
400,murzuq,25.9155,13.9184,14.63,25,0,4.16,LY,1707516951
401,palikir - national government center,6.9248,158.1611,28.47,83,100,4.12,FM,1707517466
402,katabu,-4.9333,122.5167,24.75,91,44,0.99,ID,1707517466
403,caconda,-13.7333,15.0667,18.61,89,100,1.6,AO,1707517467
404,kota kinabalu,5.9749,116.0724,25.99,89,20,0.0,MY,1707517467
405,grand forks,47.9417,-97.4337,-4.15,74,100,7.2,US,1707517398
406,riyadh,24.6877,46.7219,16.08,42,65,4.61,SA,1707517453
407,abra pampa,-22.7205,-65.697,20.02,30,57,5.32,AR,1707517467
408,cootamundra,-34.65,148.0333,22.19,63,0,9.32,AU,1707517468
409,buala,-8.145,159.5921,26.71,86,100,4.92,SB,1707516976
410,yardimli,38.9206,48.2372,6.3,57,98,3.36,AZ,1707517468
411,ataq,14.5377,46.8319,17.05,82,14,3.48,YE,1707517468
412,nikolayevsk-on-amure,53.1406,140.73,-23.69,100,100,0.09,RU,1707516984
413,buique,-8.6231,-37.1558,23.84,65,98,2.33,BR,1707517468
414,lillehammer,61.1146,10.4674,-19.12,97,61,1.5,NO,1707517469
415,goz beida,13.95,20.55,21.32,12,7,3.5,TD,1707517469
416,melekeok village,7.4957,134.6367,27.31,83,75,5.14,PW,1707517469
417,brezoi,45.338,24.2486,8.49,81,100,0.48,RO,1707517469
418,punta del este,-34.9667,-54.95,28.06,69,0,7.2,UY,1707517469
419,nema,57.5067,50.5011,-30.12,100,70,1.45,RU,1707517470
420,kalat,29.0225,66.5916,4.31,62,0,1.05,PK,1707517470
421,nemuro,43.3236,145.575,-4.59,83,100,0.6,JP,1707517249
422,fort-shevchenko,44.5086,50.263,6.2,89,12,5.6,KZ,1707517470
423,flin flon,54.7682,-101.865,-12.09,85,100,2.06,CA,1707516971
424,chipinge,-20.1883,32.6236,18.45,63,11,2.49,ZW,1707517470
425,znamenskoye,57.1281,73.8282,-16.18,95,49,3.06,RU,1707517270
426,adam,22.3756,57.5233,18.1,38,35,1.3,OM,1707517471
427,tofol,5.3248,163.0078,27.88,89,100,5.14,FM,1707517257
428,angra do heroismo,38.65,-27.2167,13.95,85,20,0.89,PT,1707517471
429,chatham,51.3789,0.5279,11.17,76,99,2.24,GB,1707517471
430,san rafael,-34.6177,-68.3301,27.17,50,83,7.0,AR,1707517178
431,macon,39.8667,-88.9668,18.03,48,0,7.72,US,1707517471
432,puerto armuelles,8.2833,-82.8667,31.99,68,9,0.45,PA,1707516939
433,saint-philippe,-21.3585,55.7679,25.77,92,100,4.26,RE,1707516956
434,kuraymah,18.55,31.85,19.39,19,27,4.37,SD,1707517353
435,lensk,60.7253,114.9278,-23.54,100,98,1.73,RU,1707517472
436,mikhaylovsk,45.1283,42.0256,11.12,54,0,12.07,RU,1707517472
437,qarazhal,48.0078,70.7903,2.39,80,84,8.99,KZ,1707517472
438,okha,53.5739,142.9478,-27.76,100,86,2.05,RU,1707516906
439,baranovichi,53.1327,26.0139,-1.66,95,100,6.26,BY,1707517473
440,praia da vitoria,38.7333,-27.0667,13.75,94,20,1.13,PT,1707517316
441,gravata,-8.2011,-35.5647,23.73,84,69,5.86,BR,1707517473
442,minas de marcona,-15.2119,-75.1103,22.82,67,6,7.03,PE,1707516937
443,jayapura,-2.5333,140.7,25.66,89,100,1.45,ID,1707517323
444,cartagena,10.3997,-75.5144,30.79,62,20,7.2,CO,1707516910
445,mata-utu,-13.2816,-176.1745,28.49,83,100,10.67,WF,1707517474
446,mandalgovi,45.7625,106.2708,-16.02,80,0,4.1,MN,1707517474
447,bowen,-20.0167,148.2333,27.94,59,6,2.44,AU,1707517474
448,klaksvik,62.2266,-6.589,1.51,72,100,9.96,FO,1707517264
449,santa terezinha,-29.9002,-50.0904,25.36,90,16,8.36,BR,1707517474
450,khrenovoye,51.12,40.2889,-7.46,95,82,0.63,RU,1707517474
451,sweetwater,25.7634,-80.3731,23.34,68,100,5.66,US,1707517474
452,'alaqahdari dishu,30.4374,63.313,14.36,27,0,2.73,AF,1707517475
453,upington,-28.4478,21.2561,23.21,25,17,5.14,ZA,1707517475
454,moapa valley,36.5805,-114.4703,12.04,44,60,1.52,US,1707517475
455,sandnessjoen,66.0217,12.6316,-0.88,69,40,6.17,NO,1707516957
456,ad dabbah,18.05,30.95,19.06,19,19,4.29,SD,1707517476
457,sabang,5.8933,95.3214,28.5,74,74,8.14,ID,1707517476
458,antofagasta,-23.65,-70.4,23.86,70,3,3.82,CL,1707516675
459,fonte boa,-2.4959,-66.2662,27.52,89,100,1.05,BR,1707517476
460,katsuura,35.1333,140.3,4.21,93,69,2.46,JP,1707516956
461,banlung,13.7468,107.0045,19.44,85,5,1.93,KH,1707517476
462,akureyri,65.6835,-18.0878,-14.04,85,0,1.54,IS,1707516983
463,magadan,59.5667,150.8,-29.88,85,15,3.23,RU,1707517257
464,kerch,45.3583,36.4758,8.64,83,43,7.6,UA,1707517421
465,huangmei,30.1924,116.025,4.11,82,8,2.12,CN,1707517477
466,tvoroyri,61.5556,-6.8111,4.84,59,100,9.8,FO,1707517477
467,al ghayzah,16.2079,52.176,22.67,68,1,1.91,YE,1707516908
468,pindiga,9.9833,10.9333,24.06,18,3,3.35,NG,1707517478
469,bereeda,11.8704,51.0579,25.59,72,57,5.64,SO,1707517478
470,nueva gerona,21.8833,-82.8,23.78,60,31,6.57,CU,1707516989
471,jinka,5.65,36.65,23.04,53,86,0.65,ET,1707517478
472,bahia honda,22.9036,-83.1592,24.84,54,0,4.04,CU,1707517478
473,pembroke,45.8168,-77.1162,7.88,78,95,2.73,CA,1707517479
474,kirillov,59.863,38.3813,-20.57,100,90,1.36,RU,1707517479
475,santa teresa di riva,37.947,15.3677,16.9,82,98,3.53,IT,1707517479
476,shetpe,44.1667,52.1167,6.01,81,7,3.17,KZ,1707517479
477,sumbawa besar,-8.5,117.4333,24.25,90,87,0.91,ID,1707517479
478,nabire,-3.3667,135.4833,25.65,87,89,1.08,ID,1707516928
479,le port,-20.9373,55.2919,26.0,76,100,11.55,RE,1707517480
480,san rafael del sur,11.8485,-86.4384,31.54,32,0,5.98,NI,1707517480
481,yaren,-0.5472,166.916,28.95,74,100,6.16,NR,1707517301
482,xianning,29.8833,114.2167,4.49,79,3,1.87,CN,1707517480
483,khandyga,62.6667,135.6,-46.45,100,71,0.97,RU,1707516960
484,santa elena de uairen,4.6167,-61.1333,27.95,44,97,2.15,VE,1707517480
485,acre,32.9236,35.0728,13.93,81,2,0.38,IL,1707517481
486,ayr,55.4627,-4.6339,5.17,87,75,7.72,GB,1707517479
487,acapulco de juarez,16.8634,-99.8901,29.9,58,20,2.57,MX,1707517302
488,kasempa,-13.4584,25.8338,21.37,72,74,1.7,ZM,1707517482
489,mahur,25.1667,93.1167,8.44,77,1,0.84,IN,1707517482
490,kolonia,50.9333,6.95,12.55,86,20,4.12,DE,1707517279
491,zhaobaoshan,29.9695,121.6875,0.01,70,5,2.42,CN,1707517482
492,mazagao,-0.115,-51.2894,30.03,89,76,1.8,BR,1707517483
493,lorengau,-2.0226,147.2712,28.14,80,100,3.43,PG,1707517483
494,al kiswah,33.3572,36.2428,8.34,78,0,1.98,SY,1707517484
495,west end,26.6833,-78.9667,21.99,62,48,3.99,BS,1707517484
496,balcarce,-37.8462,-58.2552,23.55,94,100,0.89,AR,1707517296
497,mount isa,-20.7333,139.5,25.87,83,30,2.06,AU,1707516890
498,aioun,16.6614,-9.6149,25.19,9,0,3.93,MR,1707516911
499,markovo,57.3206,107.0881,-10.56,96,100,1.65,RU,1707517485
500,pechora,65.1472,57.2244,-18.97,99,72,2.24,RU,1707517485
501,la sarre,48.8002,-79.1996,2.45,100,100,4.65,CA,1707516955
502,santa ana de yacuma,-13.75,-65.4333,28.97,84,40,1.03,BO,1707517485
503,shingu,33.7333,135.9833,4.09,66,78,2.83,JP,1707517486
504,gremda,34.75,10.7833,18.11,59,20,5.66,TN,1707517486
505,verkhnevilyuysk,63.4453,120.3167,-28.97,99,100,0.37,RU,1707517487
506,new norfolk,-42.7826,147.0587,13.84,56,0,0.78,AU,1707516895
507,pathein,16.7833,94.7333,19.17,66,68,3.15,MM,1707517488
508,qom,34.6401,50.8764,10.07,39,41,2.53,IR,1707517489
509,cockburn town,21.4612,-71.1419,22.98,60,40,4.63,TC,1707517240
510,laguna,38.421,-121.4238,13.75,62,0,4.12,US,1707517254
511,jampur,29.6441,70.5954,14.35,28,0,4.26,PK,1707517489
512,richland,40.7834,-82.5499,15.34,70,0,10.29,US,1707517489
513,bamboo flat,11.7,92.7167,21.05,94,82,1.03,IN,1707516935
514,crane,31.3974,-102.3501,18.2,18,100,5.42,US,1707516896
515,ta`u,-14.2336,-169.5144,28.58,83,83,7.38,AS,1707516967
516,tsiombe,-25.3,45.4833,24.23,85,21,2.41,MG,1707517284
517,krasnokamensk,50.0979,118.0369,-26.6,100,93,1.05,RU,1707517490
518,trail,49.0998,-117.7022,8.71,47,55,1.04,CA,1707517490
519,laizhou,37.1717,119.9214,-0.05,80,3,1.21,CN,1707517491
520,natal,-5.795,-35.2094,28.12,83,75,4.63,BR,1707517293
521,crucecita,-28.95,-58.9833,30.26,61,99,3.94,AR,1707517277
522,calipatria,33.1256,-115.5142,17.27,49,42,3.03,US,1707517491
523,lata,40.1629,-8.3327,11.15,93,98,5.78,PT,1707517301
524,mhangura,-16.8939,30.1683,18.58,83,76,1.0,ZW,1707517492
525,carbonear,47.7332,-53.2148,-1.03,92,36,4.75,CA,1707516948
526,shimoda,34.6667,138.95,5.61,74,55,1.66,JP,1707517312
527,barwadih,23.8333,84.1167,8.6,34,0,0.89,IN,1707517492
528,lobujya,27.95,86.8167,-17.68,14,0,1.82,NP,1707517492
529,pushkinskiye gory,57.0209,28.9103,-15.93,96,34,1.22,RU,1707517223
530,putina,-15.4667,-69.4333,13.2,56,100,5.82,PE,1707517493
531,hammerfest,70.6634,23.6821,-6.75,73,0,4.63,NO,1707516897
532,soure,-0.7167,-48.5233,24.59,94,68,2.1,BR,1707517493
533,den burg,53.0542,4.7972,10.55,88,100,4.63,NL,1707517493
534,xingcheng,40.6167,120.7167,-5.94,67,1,2.03,CN,1707517493
535,kourou,5.1552,-52.6478,28.03,86,67,3.19,GF,1707516955
536,copala,16.65,-98.9833,28.18,60,7,4.24,MX,1707517494
537,yamagata,38.2406,140.3633,-5.28,94,53,0.88,JP,1707517206
538,mohale's hoek,-30.1514,27.4769,18.14,63,76,2.84,LS,1707517494
539,killeen,31.1171,-97.7278,23.12,69,75,5.14,US,1707517494
540,llandrindod wells,52.2416,-3.3787,7.19,94,92,2.56,GB,1707517494
541,ingeniero jacobacci,-41.3427,-69.5448,26.39,26,80,5.28,AR,1707517494
542,frenda,35.0654,1.0495,7.43,80,100,10.88,DZ,1707517495
543,mugia,43.1041,-9.2179,12.17,59,77,11.63,ES,1707516924
544,coahuayana de hidalgo,18.7,-103.6583,28.75,50,5,3.34,MX,1707517495
545,vershino-darasunskiy,52.35,115.5167,-20.71,100,79,1.05,RU,1707517495
546,ulanhot,46.0833,122.0833,-18.3,89,11,2.31,CN,1707517495
547,jianguang,28.1938,115.7836,4.78,87,26,1.86,CN,1707517495
548,san luis de la loma,17.2706,-100.8939,31.51,47,2,3.21,MX,1707517273
549,at taj,24.2049,23.2857,12.69,31,0,2.78,LY,1707517313
550,tiznit,29.5833,-9.5,13.84,96,100,4.56,MA,1707517285
551,slave lake,55.2834,-114.769,-8.01,73,40,3.09,CA,1707517276
552,helena valley southeast,46.6153,-111.9216,-1.5,75,100,3.6,US,1707517496
553,amga,60.8953,131.9608,-40.2,100,100,0.47,RU,1707517287
554,el granada,37.5027,-122.4694,15.51,72,0,3.6,US,1707517497
555,kalispell,48.1958,-114.3129,1.28,73,75,3.6,US,1707517497
556,itaituba,-4.2761,-55.9836,26.04,96,99,0.97,BR,1707517253
557,tutong,4.8,114.65,27.05,82,37,8.88,BN,1707517497
558,huesca,42.1362,-0.4087,9.38,71,100,2.57,ES,1707517497
559,kamiiso,41.8167,140.65,-5.79,68,97,2.57,JP,1707517497
560,linxi,39.7,118.4333,-3.58,49,0,1.79,CN,1707517497
561,mulki,13.1,74.8,26.6,94,87,0.0,IN,1707517498
562,tahe,52.3333,124.7333,-23.86,100,92,1.45,CN,1707516900
563,patong,7.8961,98.2966,27.08,79,4,6.49,TH,1707517498
564,coeur d'alene,47.6777,-116.7805,5.69,75,75,1.34,US,1707517233
565,acarau,-2.8856,-40.12,27.31,81,46,6.13,BR,1707517258
566,mel'nikovo,56.5558,84.085,1.25,98,100,5.16,RU,1707517291
567,mora,11.0461,14.1401,21.24,22,27,1.95,CM,1707517498
568,kingsville,27.5159,-97.8561,27.38,71,75,7.72,US,1707517499
569,tabou,4.423,-7.3528,25.98,89,0,1.36,CI,1707516986
570,bu'aale,1.0833,42.5833,26.24,77,1,4.66,SO,1707517499
571,port-saint-louis-du-rhone,43.3833,4.8,14.13,88,100,7.72,FR,1707517499
572,feijo,-8.1642,-70.3536,29.62,71,97,1.09,BR,1707517499
573,uvarovo,51.9849,42.2615,-18.54,99,6,2.33,RU,1707517499
574,pyapon,16.2833,95.6833,18.69,66,35,2.72,MM,1707517500
575,balabac,7.9868,117.0645,26.45,81,48,3.97,PH,1707517500
576,siverek,37.755,39.3167,8.26,81,100,2.31,TR,1707517500
577,sumbe,-11.2061,13.8437,26.96,82,72,3.15,AO,1707517275
578,tadine,-21.55,167.8833,27.02,71,87,7.21,NC,1707516900
579,cabedelo,-6.9811,-34.8339,29.37,78,76,5.74,BR,1707517195
580,springs,-26.25,28.4,17.04,97,100,1.32,ZA,1707517500
581,saint-francois,46.4154,3.9054,7.6,100,0,1.54,FR,1707516931
582,santa rosalia,27.3167,-112.2833,18.45,32,100,1.17,MX,1707517501
583,hastings,50.8552,0.5729,11.1,90,98,8.0,GB,1707517501
584,colares,38.7992,-9.4469,14.86,87,4,9.83,PT,1707517501
585,tindouf,27.6711,-8.1474,20.25,10,96,4.12,DZ,1707517502
586,dunedin,-45.8742,170.5036,16.34,65,86,2.13,NZ,1707516930
587,maryborough,-25.5333,152.7,27.28,64,3,4.13,AU,1707517502
588,ziro,27.6333,93.8333,-0.03,73,0,1.46,IN,1707517502
589,gorontalo,0.5412,123.0595,23.74,94,36,1.77,ID,1707517503
590,korla,41.7597,86.1469,1.51,47,18,3.17,CN,1707517331
591,borba,-4.3878,-59.5939,27.05,89,97,0.98,BR,1707517352
592,la'ie,21.6477,-157.9253,26.98,81,44,3.13,US,1707517504
